record_id,Model,Year,Region,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,revenue_USD
9732,X5,2011,Asia,Electric,Manual,3.8,102882,88402,8301,733825002
9733,M5,2023,Europe,Petrol,Manual,2.7,189019,69301,5009,347128709
9734,i3,2011,South America,Petrol,Automatic,2,68051,73237,7134,522472758
9735,X5,2022,Africa,Diesel,Manual,4.9,105365,69460,7409,514629140
9736,i8,2016,South America,Petrol,Automatic,1.5,8832,96159,1447,139142073
9737,X3,2019,North America,Petrol,Automatic,3.9,82345,83509,4563,381051567
9738,X5,2022,North America,Hybrid,Automatic,4.6,61383,60608,7391,447953728
9739,7 Series,2019,Africa,Hybrid,Manual,1.6,40583,50736,3187,161695632
9740,i3,2023,North America,Diesel,Manual,4,13267,111230,1359,151161570
9741,i3,2020,South America,Hybrid,Manual,5,79120,100781,9546,962055426
9742,5 Series,2019,North America,Hybrid,Manual,3.7,133098,116502,7661,892521822
9743,X1,2015,North America,Diesel,Automatic,3,79535,95058,7335,697250430
9744,M3,2013,North America,Hybrid,Automatic,4.6,83413,98919,5691,562948029
9745,5 Series,2014,North America,Diesel,Manual,3.4,28022,67010,610,40876100
9746,X1,2010,Africa,Diesel,Manual,4.1,90967,98024,862,84496688
9747,5 Series,2016,South America,Diesel,Automatic,3.6,33952,67273,5052,339863196
9748,M3,2017,Asia,Diesel,Automatic,1.6,109144,100962,7680,775388160
9749,5 Series,2018,Europe,Hybrid,Manual,2.2,136365,112870,9497,1071926390
9750,i3,2017,Africa,Petrol,Automatic,1.8,47351,108455,6332,686737060
9751,i8,2014,Asia,Electric,Automatic,1.9,160504,38889,9545,371195505
9752,X6,2012,South America,Hybrid,Manual,1.6,166563,31723,4793,152048339
9753,M5,2019,Asia,Electric,Automatic,3,167111,103330,7030,726409900
9754,7 Series,2020,Europe,Petrol,Automatic,2.1,40541,86128,3535,304462480
9755,X5,2018,Europe,Diesel,Manual,4.5,35535,103652,4089,423833028
9756,X5,2024,North America,Electric,Manual,4.1,111143,59115,1031,60947565
9757,X6,2015,North America,Electric,Manual,3.5,7886,49745,1342,66757790
9758,M3,2024,Africa,Hybrid,Automatic,3.2,175130,61653,7714,475591242
9759,5 Series,2014,Africa,Diesel,Automatic,2.4,146673,94632,9235,873926520
9760,M3,2022,South America,Diesel,Automatic,3.2,69705,89276,8064,719921664
9761,M3,2012,Africa,Petrol,Automatic,3.7,142743,116400,1635,190314000
9762,i8,2015,North America,Diesel,Manual,4.2,117790,113278,4019,455264282
9763,X3,2012,Asia,Hybrid,Manual,1.8,123154,102568,6499,666589432
9764,i8,2019,Asia,Diesel,Manual,4,25399,60081,8990,540128190
9765,X6,2021,Europe,Electric,Manual,4.1,121086,90230,7556,681777880
9766,M5,2015,Middle East,Petrol,Automatic,3.5,40256,106461,4194,446497434
9767,X6,2013,Middle East,Hybrid,Automatic,2.3,79233,50889,8120,413218680
9768,i3,2024,Asia,Petrol,Automatic,3.4,113190,50376,4688,236162688
9769,M3,2011,South America,Hybrid,Automatic,3.3,22411,32825,5209,170985425
9770,7 Series,2017,Asia,Diesel,Automatic,3.2,60317,111993,928,103929504
9771,M3,2013,Africa,Petrol,Automatic,3.1,193447,38777,9819,380751363
9772,X5,2018,Africa,Petrol,Automatic,1.9,14988,87893,4414,387959702
9773,i3,2016,Asia,Petrol,Manual,2.1,109528,112651,2709,305171559
9774,X6,2021,South America,Diesel,Automatic,1.8,160992,100237,7392,740951904
9775,M5,2011,South America,Electric,Automatic,2.3,183640,77087,9545,735795415
9776,X5,2013,Middle East,Hybrid,Automatic,2.4,162577,72291,6502,470036082
9777,X3,2014,Africa,Electric,Automatic,2.4,112711,65738,3961,260388218
9778,X6,2012,Asia,Diesel,Automatic,2.2,112565,92535,875,80968125
9779,X5,2018,Europe,Electric,Automatic,4.1,125877,117880,9051,1066931880
9780,X3,2022,South America,Hybrid,Automatic,4.4,153298,79737,967,77105679
9781,3 Series,2014,North America,Diesel,Manual,2.6,50644,106785,6437,687375045
9782,7 Series,2011,South America,Petrol,Manual,2.6,34091,86340,7247,625705980
9783,M5,2020,Middle East,Petrol,Automatic,4.5,28481,89183,3511,313121513
9784,X5,2012,Asia,Petrol,Manual,3.7,127796,30222,1226,37052172
9785,M5,2023,Africa,Electric,Automatic,2.5,97262,57073,6833,389979809
9786,5 Series,2024,Middle East,Petrol,Manual,4,14271,113385,1704,193208040
9787,M3,2018,Middle East,Diesel,Manual,2.7,193083,68930,2089,143994770
9788,3 Series,2016,South America,Electric,Automatic,3.6,49354,66432,3908,259616256
9789,M3,2011,North America,Petrol,Automatic,5,166488,102604,1557,159754428
9790,M5,2018,Europe,Electric,Automatic,2.6,122496,45747,2591,118530477
9791,X1,2023,Africa,Hybrid,Automatic,4.8,92640,37496,8832,331164672
9792,M5,2013,Middle East,Petrol,Manual,2.6,116840,41282,7230,298468860
9793,X6,2022,South America,Electric,Manual,3.4,3674,115121,6044,695791324
9794,5 Series,2018,Middle East,Hybrid,Manual,3.1,13972,111553,7914,882830442
9795,X1,2024,North America,Petrol,Manual,4.2,58061,59169,9217,545360673
9796,X1,2022,North America,Diesel,Automatic,1.7,36662,105034,9051,950662734
9797,3 Series,2011,North America,Electric,Automatic,3.7,37871,96046,9249,888329454
9798,5 Series,2024,Europe,Electric,Manual,4.2,8066,115218,3400,391741200
9799,i8,2021,Asia,Diesel,Manual,3.2,86120,85822,4737,406538814
9800,M3,2019,North America,Petrol,Manual,1.9,111166,31331,4507,141208817
9801,i8,2021,Europe,Diesel,Manual,2.4,55836,98415,434,42712110
9802,3 Series,2013,Asia,Diesel,Manual,3.9,16656,75048,8101,607963848
9803,M3,2014,Asia,Diesel,Manual,4.6,48825,62558,5408,338313664
9804,i8,2011,South America,Diesel,Automatic,3,189552,102781,6104,627375224
9805,M3,2019,South America,Hybrid,Manual,3.5,77035,84656,3679,311449424
9806,M3,2010,South America,Hybrid,Automatic,2.3,24941,92114,5823,536379822
9807,X5,2016,Africa,Electric,Automatic,2.9,112597,75016,8076,605829216
9808,5 Series,2019,North America,Petrol,Automatic,2.7,37325,80797,2810,227039570
9809,3 Series,2010,Middle East,Hybrid,Manual,3.8,176495,35471,2743,97296953
9810,i8,2020,South America,Hybrid,Automatic,4.9,128440,117371,3301,387441671
9811,M3,2020,Africa,Hybrid,Automatic,4.3,34376,113836,505,57487180
9812,i8,2017,Europe,Petrol,Manual,2.2,185153,62165,9639,599208435
9813,i8,2012,Middle East,Hybrid,Manual,3.5,126692,84492,4321,365089932
9814,i8,2023,Africa,Hybrid,Automatic,1.7,183556,97347,3818,371670846
9815,X5,2019,South America,Diesel,Automatic,2.4,162193,64161,3845,246699045
9816,5 Series,2015,Europe,Electric,Automatic,2.1,15274,52120,2841,148072920
9817,M5,2016,South America,Electric,Manual,2.7,171432,96863,9576,927560088
9818,5 Series,2019,Europe,Hybrid,Manual,3.9,67976,58354,2837,165550298
9819,3 Series,2010,South America,Petrol,Automatic,3.2,9323,61020,4772,291187440
9820,X1,2023,Africa,Petrol,Manual,4.8,68034,44570,7457,332358490
9821,X1,2015,Africa,Hybrid,Automatic,2.2,42615,37985,6429,244205565
9822,X1,2016,Middle East,Petrol,Manual,2.8,128941,31866,7761,247312026
9823,5 Series,2015,Asia,Petrol,Manual,2.7,189149,101773,9607,977733211
9824,X5,2013,North America,Petrol,Automatic,2.3,158948,76492,5315,406554980
9825,X1,2010,Africa,Hybrid,Manual,5,190807,74999,463,34724537
9826,M5,2020,Asia,Diesel,Manual,2.9,67215,94201,4213,396868813
9827,X1,2018,North America,Diesel,Manual,4.8,16381,109339,8275,904780225
9828,X3,2013,Middle East,Petrol,Manual,2.9,48733,74601,4248,316905048
9829,i3,2016,North America,Diesel,Automatic,2.2,42070,34699,2454,85151346
9830,5 Series,2016,North America,Electric,Manual,1.9,116385,55802,6480,361596960
9831,M3,2011,North America,Petrol,Manual,4.5,137201,71001,3594,255177594
9832,M3,2010,Asia,Hybrid,Automatic,1.6,3684,77163,6360,490756680
9833,5 Series,2017,Asia,Hybrid,Automatic,4.9,145659,116774,1820,212528680
9834,M3,2017,Africa,Petrol,Automatic,3,196330,85359,1512,129062808
9835,M5,2016,Europe,Diesel,Manual,2.4,151647,67751,3821,258876571
9836,X6,2023,Africa,Petrol,Automatic,3.7,114522,42605,6284,267729820
9837,7 Series,2024,Asia,Hybrid,Manual,2,115906,59776,6312,377306112
9838,X6,2024,Europe,Diesel,Manual,1.8,143166,30433,7614,231716862
9839,5 Series,2024,Asia,Electric,Automatic,4.4,63351,81063,3090,250484670
9840,X1,2024,South America,Diesel,Manual,3,111937,60115,2029,121973335
9841,7 Series,2017,South America,Petrol,Manual,3.3,77900,33228,8808,292672224
9842,X5,2012,South America,Hybrid,Manual,2.1,88197,93367,7833,731343711
9843,M5,2020,Middle East,Electric,Manual,1.7,181325,87126,7933,691170558
9844,i3,2011,Asia,Hybrid,Automatic,2.8,155528,38519,6868,264548492
9845,X1,2016,South America,Petrol,Manual,3.3,3633,30081,2625,78962625
9846,M5,2017,Europe,Diesel,Manual,4.2,112482,106943,7411,792554573
9847,X3,2010,Middle East,Diesel,Manual,3.3,155115,90327,6776,612055752
9848,7 Series,2021,Middle East,Petrol,Automatic,4.2,155199,116669,6904,805482776
9849,X5,2019,Europe,Hybrid,Automatic,1.9,168882,88642,2146,190225732
9850,i3,2018,North America,Hybrid,Manual,1.7,70605,81910,3847,315107770
9851,M3,2024,North America,Petrol,Manual,2.1,70599,93846,3952,370879392
9852,i8,2022,Asia,Diesel,Automatic,4.2,43252,118994,6963,828555222
9853,M3,2024,South America,Diesel,Automatic,4.2,125612,41567,4532,188381644
9854,X5,2020,North America,Petrol,Manual,2,28670,60392,461,27840712
9855,i3,2013,North America,Diesel,Manual,1.6,110878,54645,6826,373006770
9856,X3,2023,North America,Diesel,Manual,3.9,174151,63450,1971,125059950
9857,X5,2021,Middle East,Petrol,Manual,4.5,58275,101773,7433,756478709
9858,3 Series,2023,Middle East,Electric,Manual,4.1,82653,95853,1742,166975926
9859,M5,2013,North America,Hybrid,Manual,2.2,56079,33141,6897,228573477
9860,i3,2012,Europe,Diesel,Manual,3.5,2228,118692,6835,811259820
9861,M5,2015,North America,Electric,Manual,4.2,23929,48380,9710,469769800
9862,X5,2010,South America,Diesel,Automatic,2.4,89566,81043,1713,138826659
9863,X3,2015,Middle East,Diesel,Manual,3.3,182946,71415,3105,221743575
9864,X3,2011,Asia,Hybrid,Manual,2.6,123300,67047,7332,491588604
9865,X5,2018,Asia,Hybrid,Manual,2.3,24525,99074,1674,165849876
9866,M3,2011,Africa,Hybrid,Manual,4.9,105720,92356,1473,136040388
9867,X1,2016,South America,Petrol,Automatic,4.7,50237,36231,1403,50832093
9868,7 Series,2021,South America,Petrol,Manual,3.1,82086,106405,3250,345816250
9869,5 Series,2010,Middle East,Diesel,Automatic,2,128509,77753,7436,578171308
9870,5 Series,2021,Asia,Electric,Automatic,4,111543,31849,578,18408722
9871,7 Series,2016,Africa,Electric,Automatic,2.4,39128,85321,2903,247686863
9872,5 Series,2014,Middle East,Petrol,Manual,2.1,48576,57619,5261,303133559
9873,M5,2017,Middle East,Petrol,Automatic,2.8,62910,97236,458,44534088
9874,X3,2013,Africa,Petrol,Automatic,3.4,154268,110013,7592,835218696
9875,5 Series,2024,Europe,Hybrid,Manual,1.8,124763,112671,9415,1060797465
9876,X5,2021,Middle East,Diesel,Automatic,3.5,134911,63381,6567,416223027
9877,X3,2024,Middle East,Petrol,Automatic,1.6,80988,98312,417,40996104
9878,X3,2019,Africa,Petrol,Automatic,4.6,195017,57538,5563,320083894
9879,X1,2016,Middle East,Petrol,Manual,4.7,152583,50812,9283,471687796
9880,i8,2015,Europe,Hybrid,Automatic,4.1,58727,106463,4029,428939427
9881,M3,2014,Europe,Electric,Automatic,3.1,10589,38103,1592,60659976
9882,7 Series,2013,Africa,Electric,Automatic,2.4,69021,101214,255,25809570
9883,i3,2024,Europe,Electric,Manual,4.1,8616,59240,1403,83113720
9884,M3,2016,Asia,Diesel,Manual,4.8,128709,58066,4021,233483386
9885,X6,2021,Africa,Hybrid,Automatic,2.1,51854,65577,4906,321720762
9886,X1,2014,Asia,Petrol,Manual,3.1,163543,44402,1165,51728330
9887,3 Series,2014,Europe,Petrol,Automatic,2.6,171340,79603,8530,679013590
9888,X1,2024,Europe,Hybrid,Manual,2.7,158344,105734,5487,580162458
9889,7 Series,2010,Africa,Electric,Automatic,2.9,59377,53619,3297,176781843
9890,5 Series,2011,North America,Petrol,Manual,4.8,112147,61704,9048,558297792
9891,i8,2014,North America,Diesel,Automatic,2.4,191907,48289,6126,295818414
9892,X5,2022,North America,Electric,Automatic,3.2,175731,69063,1561,107807343
9893,7 Series,2012,Asia,Diesel,Automatic,4.8,165808,90554,3328,301363712
9894,5 Series,2023,Asia,Diesel,Manual,3.2,20492,68819,5817,400320123
9895,X5,2022,Africa,Petrol,Manual,4.5,76506,52771,2406,126967026
9896,X5,2011,Asia,Electric,Manual,1.7,19985,105672,1915,202361880
9897,M3,2023,Asia,Petrol,Manual,4.8,188344,54307,9536,517871552
9898,X1,2023,Africa,Electric,Automatic,2.2,33799,40661,201,8172861
9899,i8,2013,Europe,Diesel,Automatic,4.9,145833,78604,1470,115547880
9900,i3,2013,Asia,Hybrid,Automatic,2.1,40711,116882,4130,482722660
9901,i3,2013,Middle East,Hybrid,Manual,3.1,1083,83293,6605,550150265
9902,M3,2013,Asia,Diesel,Manual,2.6,186994,69258,8587,594718446
9903,7 Series,2012,Asia,Diesel,Automatic,3,41515,110512,8419,930400528
9904,X1,2022,Europe,Electric,Manual,2.4,82023,103371,4256,439946976
9905,i8,2021,Africa,Electric,Automatic,4.9,194522,73412,1221,89636052
9906,X3,2016,South America,Electric,Automatic,2.6,181682,40405,6322,255440410
9907,X3,2018,South America,Hybrid,Automatic,3.8,165075,46924,5429,254750396
9908,M5,2021,Africa,Hybrid,Manual,2,115938,115267,7099,818280433
9909,i8,2014,Europe,Hybrid,Manual,4.4,175613,35446,9586,339785356
9910,X6,2013,Asia,Electric,Manual,3.4,136327,114896,3918,450162528
9911,3 Series,2020,Middle East,Diesel,Manual,4.9,47575,38908,8890,345892120
9912,X5,2011,North America,Hybrid,Manual,3,66983,90560,7600,688256000
9913,5 Series,2011,Middle East,Petrol,Automatic,2.2,11260,115960,4199,486916040
9914,M3,2014,Middle East,Electric,Automatic,2.7,116462,39606,582,23050692
9915,M3,2016,Asia,Petrol,Automatic,4.1,194976,63640,9566,608780240
9916,X1,2019,Middle East,Diesel,Manual,3.8,146509,31596,4448,140539008
9917,X3,2019,South America,Diesel,Automatic,4.2,10644,61932,4028,249462096
9918,i8,2018,Asia,Hybrid,Automatic,1.8,28520,102132,6900,704710800
9919,X3,2022,Africa,Hybrid,Manual,3.5,132972,72803,2689,195767267
9920,X5,2016,South America,Electric,Automatic,4.8,37630,32353,5001,161797353
9921,X1,2014,North America,Diesel,Automatic,1.9,141120,52925,6335,335279875
9922,i3,2019,South America,Electric,Automatic,1.8,150840,100522,3835,385501870
9923,X5,2019,Asia,Hybrid,Manual,4,35141,44507,9190,409019330
9924,M5,2019,Europe,Petrol,Manual,2.6,184461,84426,1003,84679278
9925,X5,2015,Asia,Hybrid,Manual,3.8,73947,62127,1679,104311233
9926,5 Series,2020,Africa,Hybrid,Manual,3.4,56856,60453,9876,597033828
9927,X6,2021,Europe,Petrol,Manual,5,127615,82400,5101,420322400
9928,X1,2012,North America,Hybrid,Manual,4.6,67494,84581,4134,349657854
9929,7 Series,2014,Asia,Petrol,Automatic,3.9,115990,85369,4175,356415575
9930,7 Series,2017,Asia,Hybrid,Manual,2.4,182954,38517,5556,214000452
9931,M5,2010,Europe,Electric,Manual,2.4,74598,78494,3767,295686898
9932,3 Series,2021,Europe,Electric,Automatic,4.6,165008,118112,9270,1094898240
9933,X3,2010,Asia,Electric,Manual,3.5,144542,69191,3409,235872119
9934,X5,2016,North America,Diesel,Manual,4.3,110643,95266,7456,710303296
9935,i8,2023,Middle East,Electric,Automatic,3.1,136987,85748,1595,136768060
9936,X1,2014,North America,Electric,Manual,1.9,76934,58459,3104,181456736
9937,M5,2023,South America,Diesel,Manual,2.7,133137,71778,6541,469499898
9938,7 Series,2014,Asia,Hybrid,Automatic,2.1,165071,53347,9169,489138643
9939,5 Series,2010,Asia,Diesel,Manual,4.2,125061,94968,4536,430774848
9940,i3,2018,Africa,Electric,Manual,4,78785,35190,4809,169228710
9941,X3,2010,Middle East,Electric,Automatic,1.8,198035,31401,833,26157033
9942,X3,2014,Africa,Diesel,Manual,3.7,184956,89399,8572,766328228
9943,i8,2019,Europe,Hybrid,Automatic,4.6,136046,73307,9928,727791896
9944,X5,2018,North America,Hybrid,Automatic,3.9,154501,100897,7792,786189424
9945,M3,2023,Europe,Diesel,Manual,3.3,86759,67755,5190,351648450
9946,M3,2024,Africa,Electric,Automatic,2.6,114844,116856,9019,1053924264
9947,X1,2013,South America,Petrol,Automatic,4.6,88072,69338,3288,227983344
9948,X3,2022,North America,Petrol,Manual,3,52365,67544,5718,386216592
9949,M5,2017,Africa,Petrol,Manual,4.5,105388,31252,1902,59441304
9950,M5,2015,Middle East,Hybrid,Automatic,4.2,112301,73318,6736,493870048
9951,X6,2020,Asia,Hybrid,Manual,4.4,112975,71161,932,66322052
9952,i8,2024,Africa,Petrol,Manual,5,169839,110263,690,76081470
9953,5 Series,2012,Asia,Petrol,Manual,4.1,70514,45806,8375,383625250
9954,M3,2013,Middle East,Hybrid,Automatic,1.6,121132,64870,3889,252279430
9955,i8,2011,South America,Hybrid,Automatic,2.2,181439,111633,2146,239564418
9956,X1,2010,Middle East,Diesel,Automatic,1.6,151851,100835,6764,682047940
9957,i3,2022,Africa,Hybrid,Manual,2.2,69128,42870,1055,45227850
9958,i3,2023,North America,Hybrid,Automatic,1.7,109379,62673,9489,594704097
9959,X6,2017,South America,Diesel,Manual,3.3,68071,99098,3136,310771328
9960,3 Series,2010,Europe,Hybrid,Manual,1.6,132747,78221,8313,650251173
9961,i8,2023,Middle East,Hybrid,Manual,3.2,145621,96201,9731,936131931
9962,i3,2022,North America,Hybrid,Automatic,4.6,76672,69913,9100,636208300
9963,7 Series,2020,South America,Petrol,Manual,4.1,112555,107114,6925,741764450
9964,i3,2010,North America,Diesel,Automatic,4.8,162471,64287,9496,610469352
9965,X6,2013,Africa,Petrol,Manual,2.3,103803,89935,7474,672174190
9966,M5,2019,Asia,Hybrid,Manual,3.4,129411,71502,6526,466622052
9967,i8,2021,North America,Hybrid,Manual,2.6,63785,112199,2632,295307768
9968,i8,2019,Africa,Diesel,Manual,3.2,99027,86144,2158,185898752
9969,7 Series,2024,Asia,Hybrid,Automatic,3.4,10606,102147,6125,625650375
9970,X3,2015,Europe,Diesel,Automatic,1.6,164745,50714,7991,405255574
9971,X3,2018,Asia,Electric,Manual,2.3,11847,31924,5654,180498296
9972,3 Series,2010,Asia,Hybrid,Manual,4,107917,72727,7725,561816075
9973,3 Series,2016,Asia,Electric,Manual,4.2,127804,33152,8310,275493120
9974,i8,2019,Europe,Diesel,Automatic,3.5,60698,118367,2199,260289033
9975,3 Series,2020,Middle East,Petrol,Manual,2.4,133196,43746,9888,432560448
9976,M3,2014,Europe,Hybrid,Automatic,2.9,13644,78544,9122,716478368
9977,3 Series,2021,Middle East,Petrol,Automatic,1.8,136732,117013,7481,875374253
9978,X1,2024,Europe,Hybrid,Automatic,4.8,184535,115133,9506,1094454298
9979,i8,2017,North America,Electric,Manual,4.5,118212,58824,4903,288414072
9980,i8,2023,Africa,Petrol,Automatic,1.7,155099,45103,1561,70405783
9981,7 Series,2016,Middle East,Petrol,Manual,2.1,51265,90371,9789,884641719
9982,i3,2013,North America,Diesel,Automatic,3.5,183764,67065,345,23137425
9983,X6,2013,North America,Hybrid,Automatic,2.3,92773,53215,3425,182261375
9984,5 Series,2015,Asia,Petrol,Manual,4.8,101338,32064,4933,158171712
9985,i3,2015,Africa,Diesel,Automatic,4.1,192199,106891,6677,713711207
9986,M5,2018,Europe,Diesel,Automatic,2.5,193099,106762,4430,472955660
9987,X6,2021,Middle East,Hybrid,Automatic,1.5,127433,36737,5091,187028067
9988,X1,2014,South America,Diesel,Manual,4.3,177841,45951,3228,148329828
9989,i8,2017,Europe,Hybrid,Automatic,3,140998,38927,1924,74895548
9990,X5,2014,Europe,Hybrid,Manual,3.7,122280,56848,8415,478375920
9991,M5,2011,Africa,Diesel,Automatic,2.5,56969,83830,714,59854620
9992,i8,2024,Europe,Diesel,Manual,2,20249,58698,1188,69733224
9993,X6,2015,Middle East,Hybrid,Manual,3.9,19059,80041,2443,195540163
9994,i3,2018,Middle East,Hybrid,Automatic,3.1,98757,70983,2146,152329518
9995,i8,2022,Africa,Hybrid,Automatic,2.3,176981,50180,9677,485591860
9996,3 Series,2012,Europe,Electric,Automatic,2,9574,30717,2790,85700430
9997,X1,2010,Africa,Petrol,Manual,3.5,195001,115634,8237,952477258
9998,3 Series,2010,Africa,Diesel,Manual,4,157593,105754,2921,308907434
9999,X5,2022,North America,Hybrid,Automatic,2.5,103180,64400,7207,464130800
10000,X3,2012,North America,Diesel,Manual,4.1,86097,104371,2528,263849888
10001,M5,2019,Africa,Diesel,Automatic,2.1,189124,114547,9205,1054405135
10002,M5,2014,Africa,Diesel,Manual,2.7,82974,72386,7125,515750250
10003,X3,2012,Europe,Electric,Manual,4.1,96016,40789,9012,367590468
10004,5 Series,2018,South America,Diesel,Manual,3.8,115086,71435,4623,330244005
10005,3 Series,2017,Asia,Electric,Manual,2.4,85985,99053,8002,792622106
10006,5 Series,2012,Europe,Diesel,Automatic,1.9,192021,65545,5246,343849070
10007,5 Series,2018,Europe,Electric,Automatic,1.6,34807,61470,432,26555040
10008,X6,2024,Asia,Hybrid,Automatic,4.4,196879,61340,2011,123354740
10009,3 Series,2022,North America,Hybrid,Automatic,1.8,87931,73631,2665,196226615
10010,5 Series,2015,Middle East,Petrol,Automatic,1.9,81056,88324,4314,381029736
10011,X5,2022,North America,Diesel,Manual,2.3,39208,84717,6280,532022760
10012,i3,2016,Europe,Electric,Automatic,3.1,166752,118801,6790,806658790
10013,X6,2013,South America,Electric,Automatic,4.3,184667,91372,5777,527856044
10014,X6,2013,Asia,Electric,Automatic,2.4,22730,56409,4841,273075969
10015,X6,2021,North America,Diesel,Manual,3.4,64446,114160,8014,914878240
10016,X3,2022,North America,Petrol,Automatic,1.8,188228,45811,4406,201843266
10017,7 Series,2011,Europe,Electric,Manual,3.1,199593,63240,4121,260612040
10018,M5,2014,Europe,Electric,Automatic,2.1,122758,46497,2041,94900377
10019,X3,2017,Europe,Hybrid,Automatic,2.2,56434,51159,2895,148105305
10020,3 Series,2016,South America,Petrol,Automatic,2.8,168471,43937,5873,258042001
10021,X6,2016,Middle East,Petrol,Automatic,4.2,152107,70369,5993,421721417
10022,X5,2015,North America,Petrol,Automatic,4.1,38641,49586,8037,398522682
10023,3 Series,2012,Asia,Hybrid,Manual,3,88715,88415,1595,141021925
10024,X1,2014,Europe,Petrol,Automatic,1.9,87222,101389,2836,287539204
10025,5 Series,2022,South America,Hybrid,Automatic,2.5,178008,67214,6466,434605724
10026,5 Series,2010,Middle East,Electric,Manual,3.3,78800,50566,2005,101384830
10027,7 Series,2016,Middle East,Electric,Automatic,4.5,75834,116857,5262,614901534
10028,X5,2018,Middle East,Petrol,Automatic,4.9,17164,95366,3838,366014708
10029,M3,2010,South America,Electric,Automatic,3.7,144516,70137,9636,675840132
10030,M5,2022,Africa,Electric,Automatic,2.7,167422,119503,4474,534656422
10031,X3,2011,South America,Electric,Automatic,3.9,93562,59089,7484,442222076
10032,X6,2012,South America,Electric,Automatic,2.7,186491,46165,3624,167301960
10033,M5,2012,North America,Diesel,Automatic,3.7,147516,49473,3831,189531063
10034,i8,2017,Middle East,Diesel,Manual,2.4,25419,101480,6828,692905440
10035,X5,2016,Middle East,Hybrid,Automatic,2.4,91099,67377,7955,535984035
10036,3 Series,2015,Asia,Diesel,Automatic,1.8,120265,66153,9008,595906224
10037,7 Series,2024,Africa,Diesel,Manual,3,1408,88648,1820,161339360
10038,i8,2019,Africa,Hybrid,Manual,3.7,169378,73881,7092,523964052
10039,i3,2019,Europe,Diesel,Automatic,4.3,173723,54675,7379,403446825
10040,X6,2020,South America,Hybrid,Manual,4.3,154049,44827,7119,319123413
10041,5 Series,2013,Asia,Electric,Automatic,5,49732,45246,5251,237586746
10042,X1,2018,Asia,Hybrid,Automatic,1.8,60576,42538,4756,202310728
10043,i8,2010,Asia,Petrol,Manual,3.2,176094,70422,9814,691121508
10044,X6,2020,Africa,Hybrid,Automatic,3.3,51520,59879,3749,224486371
10045,i8,2024,Europe,Electric,Automatic,4.3,146012,35179,6730,236754670
10046,5 Series,2011,South America,Hybrid,Automatic,2.4,150295,65561,1144,75001784
10047,7 Series,2024,Middle East,Hybrid,Manual,1.7,25096,71844,7369,529418436
10048,i8,2023,North America,Petrol,Automatic,2.6,138942,78016,8187,638716992
10049,i3,2013,North America,Hybrid,Manual,4.9,174498,66025,8747,577520675
10050,X1,2012,North America,Electric,Automatic,4.6,20796,39812,9808,390476096
10051,M3,2010,Middle East,Petrol,Automatic,2.9,179855,107444,7545,810664980
10052,3 Series,2014,Europe,Electric,Manual,4.6,192327,100672,5553,559031616
10053,i8,2016,Europe,Hybrid,Manual,1.6,139798,65531,8150,534077650
10054,M5,2011,Africa,Hybrid,Manual,2.6,78269,94078,4695,441696210
10055,X3,2014,South America,Diesel,Automatic,4,187886,49544,6112,302812928
10056,X6,2015,Africa,Petrol,Automatic,2.3,94635,111059,2690,298748710
10057,X1,2020,Asia,Hybrid,Manual,2.2,125114,82177,704,57852608
10058,3 Series,2016,Asia,Diesel,Manual,4.5,74448,93762,7253,680055786
10059,M5,2010,South America,Petrol,Automatic,3.7,5852,96718,5237,506512166
10060,X3,2016,Asia,Diesel,Automatic,5,170302,32210,843,27153030
10061,M3,2013,Middle East,Petrol,Manual,2,93450,81725,8352,682567200
10062,M5,2017,Middle East,Hybrid,Manual,2.7,183894,71919,7530,541550070
10063,7 Series,2022,Europe,Hybrid,Manual,2.6,79043,106114,7921,840528994
10064,X6,2013,North America,Diesel,Manual,4.6,177488,79650,3607,287297550
10065,X1,2015,Europe,Diesel,Automatic,2.4,69127,31408,4819,151355152
10066,M3,2018,South America,Electric,Manual,2.7,102489,92871,4021,373434291
10067,5 Series,2014,North America,Diesel,Automatic,2,55804,83412,2403,200439036
10068,i8,2023,Africa,Diesel,Automatic,4.2,23283,115143,5113,588726159
10069,X1,2021,Asia,Diesel,Manual,2.3,81072,100736,8716,878014976
10070,5 Series,2013,Asia,Diesel,Automatic,1.7,195527,58146,4442,258284532
10071,i8,2017,North America,Petrol,Automatic,3,139783,39015,3830,149427450
10072,X3,2022,Middle East,Petrol,Automatic,2.9,120351,64127,8334,534434418
10073,X1,2018,Asia,Petrol,Automatic,2.1,96076,83110,8235,684410850
10074,X6,2013,South America,Petrol,Automatic,2,52323,65309,6362,415495858
10075,3 Series,2012,South America,Hybrid,Manual,4.6,193617,57522,2824,162442128
10076,i8,2017,Middle East,Electric,Manual,1.7,74572,105990,7041,746275590
10077,X3,2023,Asia,Electric,Automatic,1.8,140670,105201,9763,1027077363
10078,M5,2014,Africa,Hybrid,Manual,2.4,3776,43084,4199,180909716
10079,X3,2011,North America,Electric,Automatic,4.8,39230,102571,7845,804669495
10080,X1,2019,Europe,Electric,Manual,1.8,24116,112824,3885,438321240
10081,X3,2018,Middle East,Diesel,Manual,4.4,15970,90581,8547,774195807
10082,X1,2012,Africa,Diesel,Manual,4.6,22594,117135,2900,339691500
